Michalewicz;-1.8010355260949669
Michalewicz;-1.8007058305028605
Michalewicz;-1.800740873925788
Michalewicz;-1.8012612933544325
Michalewicz;-1.800945155052841
Michalewicz;-1.800675799910898
Michalewicz;-0.9999997885303805
Michalewicz;-1.8011618387707098
Michalewicz;-1.8013026755952204
Michalewicz;-0.807500354670116
Michalewicz;-1.7999648546708455
Michalewicz;-0.9981618027977566
Michalewicz;-1.8012934141305668
Michalewicz;-1.8012448151926888
Michalewicz;-1.801068433591381
Michalewicz;-1.8001677328227046
Michalewicz;-1.8008694468098936
Michalewicz;-1.8010045183389884
Michalewicz;-1.3583627593975698
Michalewicz;-1.8011610149144341
Michalewicz;-1.8012560704536944
Michalewicz;-1.8012380868509341
Michalewicz;-1.801292430505503
Michalewicz;-1.409782184081546
Michalewicz;-1.8009747999008732
Michalewicz;-1.801260977816228
Michalewicz;-1.8012689008082676
Michalewicz;-1.8005412858231273
Michalewicz;-1.8008214386071157
Michalewicz;-1.9507582514334914
