Sphere;2.1162197068290198e-07
Sphere;3.11587844026205e-06
Sphere;1.4719278428453787e-07
Sphere;6.111412238273116e-07
Sphere;3.5540889928190067e-07
Sphere;5.549207907768894e-06
Sphere;8.06714743616543e-07
Sphere;2.248950130694867e-06
Sphere;9.41202311811182e-06
Sphere;6.9726062343251e-06
Sphere;1.546203729883988e-05
Sphere;6.103918152019171e-06
Sphere;1.3896218815416882e-06
Sphere;4.666521234144172e-06
Sphere;1.3547745011802785e-05
Sphere;4.163492890500415e-08
Sphere;9.57523628134939e-07
Sphere;3.3401240304007603e-07
Sphere;1.28635069562066e-05
Sphere;4.5491359606856674e-08
Sphere;1.8854801810688024e-06
Sphere;8.223035038232231e-07
Sphere;1.0489520899964644e-06
Sphere;1.259001555214161e-06
Sphere;1.5675565204433743e-05
Sphere;1.4961570688927055e-06
Sphere;2.4131187092790176e-06
Sphere;1.5164723789474057e-06
Sphere;1.0777958141278458e-06
Sphere;1.1507402813258074e-05
